lemma	ipm	r	d	doc	dicts
перегорать	0.5	33	83	42	0
перегореть	2.4	79	90	172	0
перегородить	3.1	84	91	214	0
перегреваться	0.5	30	82	37	0
перегреться	0.8	46	87	67	0
перегружать	1.4	68	89	113	0
перегрузить	4.0	94	93	286	0
перегрызть	1.1	51	86	83	0
передавать	49.3	100	96	2341	6
передаваться	20.1	100	92	1223	1
передавить	0.5	30	82	35	0
передать	123.5	100	96	4042	5
передаться	2.9	81	91	213	1
передвигать	3.9	86	92	281	2
передвигаться	11.0	99	95	696	1
передвинуть	3.3	81	90	221	1
передвинуться	0.7	42	84	56	0
переделать	10.0	100	95	621	1
переделывать	4.9	95	92	313	2
передергивать	1.8	61	89	138	0
передернуть	5.0	72	87	278	0
передернуться	0.9	37	82	64	0
передоверить	0.5	32	84	40	0
передохнуть	5.5	83	90	341	0
передразнивать	1.7	59	87	122	0
передразнить	3.4	56	87	203	0
передраться	0.8	38	83	59	0
передумать	11.1	91	92	591	1
переезжать	7.5	96	93	479	5
переесть	0.5	33	83	43	0
переехать	26.3	100	95	1213	3
пережать	0.5	27	79	37	0
переждать	3.8	78	91	262	0
пережевать	0.5	29	82	39	0
пережевывать	1.1	55	88	90	0
пережечь	0.4	28	82	38	0
переживать	51.6	100	95	2182	3
переживаться	1.5	49	82	97	0
пережидать	2.1	62	88	145	0
пережить	48.9	100	95	2034	2
перезарядить	0.5	26	81	39	0
перезванивать	0.5	34	83	40	0
перезваниваться	1.2	60	89	95	0
перезвонить	4.0	78	88	214	0
перезимовать	1.3	56	88	88	0
перезнакомиться	0.7	40	84	56	0
перезреть	0.8	49	87	68	0
переиграть	3.9	88	92	273	0
переигрывать	1.0	53	87	83	0
переизбрать	0.9	44	84	71	0
переиздавать	0.5	31	83	40	0
переиздаваться	1.0	47	86	75	0
переиздать	1.5	59	87	117	0
переименовать	6.9	94	92	452	0
переименовывать	0.5	32	82	41	0
переиначивать	0.6	44	87	56	0
переиначить	1.1	58	89	91	0
перейти	100.5	100	98	4037	4
перекатить	0.4	23	80	35	0
перекатиться	1.2	45	84	84	0
перекатывать	1.0	44	82	73	0
перекатываться	2.4	70	89	185	0
перекачать	0.4	29	82	35	0
перекачивать	0.6	39	85	56	0
перекачиваться	0.4	24	79	30	0
переквалифицировать	0.4	29	83	37	0
переквалифицироваться	1.4	66	90	120	0
перекидывать	1.2	64	89	98	0
перекидываться	1.3	60	88	94	0
перекинуть	5.8	94	92	371	0
перекинуться	3.9	86	92	272	0
перекладывать	5.6	93	93	385	0
перекладываться	0.4	29	83	35	0
перекликаться	4.3	92	94	333	0
переключать	3.1	87	91	214	1
переключаться	2.4	84	92	192	0
переключить	2.9	78	91	196	1
переключиться	4.7	96	93	329	0
перекопать	0.8	40	83	62	0
перекормить	0.5	36	85	44	0
перекосить	4.3	79	89	268	0
перекоситься	1.2	48	86	87	0
перекочевать	3.0	82	93	231	0
перекочевывать	0.5	34	84	39	0
перекраивать	0.9	54	86	78	0
перекрасить	1.3	60	89	99	0
перекраситься	0.4	28	79	33	0
перекрашивать	0.5	30	81	35	0
перекрестить	2.5	72	89	166	0
перекреститься	6.2	85	89	311	0
перекрещиваться	0.8	41	82	53	0
перекрикивать	0.7	40	84	53	0
перекрикиваться	0.4	25	80	32	0
перекричать	1.2	53	87	91	0
перекроить	1.1	58	88	92	0
перекрутить	1.3	58	87	94	0
перекрывать	6.6	98	94	476	0
перекрываться	1.4	60	86	111	0
перекрыть	10.0	98	94	660	0
перекупить	0.9	48	85	68	0
перекурить	1.0	43	85	69	0
перекусить	5.5	87	92	331	1
перекусывать	0.6	32	82	48	0
перелезать	1.0	50	87	76	1
перелезть	2.6	63	87	166	1
перелетать	2.3	80	91	167	0
перелететь	2.5	74	90	186	0
переливать	1.3	62	89	92	0
переливаться	7.8	92	91	451	0
перелистать	2.1	67	88	135	0
перелистнуть	0.6	36	83	49	0
перелистывать	3.9	87	91	249	0
перелить	1.3	58	88	96	0
перелиться	0.5	35	84	45	0
перелицевать	0.6	42	86	53	0
переловить	0.5	36	84	43	0
переложить	7.5	99	93	494	0
переломать	2.4	68	89	163	0
переломить	3.8	86	92	288	0
переломиться	1.3	58	88	100	0
перелопатить	0.5	35	84	45	0
перемазать	0.9	44	85	60	0
перемалывать	1.4	64	89	107	0
переманивать	0.6	40	86	51	0
переманить	0.9	54	88	75	0
перемахнуть	1.9	56	86	132	0
перемежать	1.0	57	88	82	0
перемежаться	2.0	72	91	156	0
переменить	6.9	96	93	398	0
перемениться	9.2	91	92	457	0
перемереть	0.4	26	81	33	0
переместить	3.4	93	92	241	0
переместиться	5.9	96	94	423	0
переметнуться	1.2	62	89	94	0
перемешать	5.4	97	90	326	0
перемешаться	2.1	74	91	149	0
перемешивать	2.2	71	85	137	0
перемешиваться	1.2	59	89	93	0
перемещать	3.0	76	86	207	1
перемещаться	10.4	99	93	658	1
перемигиваться	0.8	40	84	60	0
переминаться	3.3	60	87	213	0
перемолвиться	0.5	39	85	48	0
перемолоть	0.9	50	88	79	0
перемотать	0.7	31	82	52	0
перемывать	0.7	44	87	56	0
перемыть	0.7	42	86	59	0
перенасытить	1.0	54	88	90	0
перенервничать	0.5	31	83	38	0
перенести	36.6	100	97	1844	4
перенестись	2.4	75	90	169	0
перенимать	2.3	80	91	189	0
переносить	22.1	100	96	1300	5
переноситься	5.3	95	92	407	0
переночевать	5.3	86	92	326	1
перенять	4.0	93	93	292	0
переоборудовать	2.2	73	90	169	1
переобуться	0.7	45	86	55	0
переодевать	0.8	45	86	65	1
переодеваться	4.9	92	93	294	2
переодеть	3.0	88	93	213	2
переодеться	9.0	91	91	484	2
переориентировать	0.8	45	86	72	0
переориентироваться	0.8	43	86	70	0
переосмысливать	0.5	35	85	41	0
переосмыслить	1.4	63	88	113	0
переоформить	0.9	45	79	62	0
переоценивать	2.0	77	91	155	0
переоценить	3.6	86	91	297	0
перепадать	1.7	65	89	126	0
перепасть	1.5	68	90	128	0
перепахать	0.6	40	84	50	0
перепачкать	1.6	54	87	106	0
перепеть	0.5	34	83	43	0
перепечатать	2.6	84	91	174	0
перепечатывать	1.4	67	89	99	0
перепилить	0.4	26	80	32	0
переписать	9.3	100	94	550	4
переписывать	5.8	97	94	369	5
переписываться	5.0	93	92	300	4
перепить	1.0	43	83	72	0
перепиться	0.7	39	85	53	0
переплавить	0.5	36	85	41	0
переплатить	0.8	44	87	66	0
переплачивать	0.8	39	84	64	0
переплести	4.0	94	94	296	0
переплестись	1.6	72	90	126	0
переплетать	0.5	37	85	42	0
переплетаться	3.9	93	92	272	0
переплывать	0.8	50	87	66	0
переплыть	1.8	67	89	124	0
переплюнуть	1.0	63	87	79	0
переползать	0.9	48	86	71	0
переползти	0.7	40	85	57	0
переполнить	9.6	98	94	571	0
переполниться	1.0	51	87	77	0
переполнять	3.5	89	93	258	0
переполняться	0.7	41	85	56	0
переполошить	0.6	36	84	51	0
переполошиться	0.7	45	84	54	0
перепоручить	0.5	30	80	38	0
перепоясать	0.6	32	82	44	0
переправить	4.0	87	91	262	0
переправиться	1.9	61	85	101	0
переправлять	1.5	64	88	116	0
переправляться	1.4	60	88	96	0
перепробовать	1.9	68	86	136	0
перепроверить	0.9	42	85	70	0
перепроверять	0.6	39	86	51	0
перепродавать	0.8	44	85	68	0
перепродать	0.9	44	84	70	0
перепрофилировать	0.5	30	82	40	0
перепрыгивать	2.7	71	89	190	0
перепрыгнуть	3.4	80	91	231	0
перепрятать	0.6	35	82	46	0
перепугать	7.1	87	91	401	0
перепугаться	4.3	76	88	246	0
перепутать	10.5	99	94	621	0
перепутаться	1.6	64	89	117	1
перерабатывать	3.4	73	89	238	1
перерабатываться	0.8	44	84	67	0
переработать	3.8	84	91	295	1
перераспределить	1.3	52	88	113	0
перераспределять	1.1	43	85	92	0
перераспределяться	0.4	31	83	38	0
перерастать	2.9	83	91	218	0
перерасти	5.9	97	91	425	0
перерегистрировать	0.4	22	77	29	0
перерезать	6.0	92	92	362	0
переродиться	1.3	64	90	101	0
перерождаться	0.6	40	86	51	0
перерубить	0.9	36	82	56	0
переругаться	0.4	27	82	32	0
переругиваться	1.0	45	86	76	0
перерыть	1.5	66	89	113	0
пересадить	2.6	80	91	174	1
пересажать	0.6	39	84	48	0
пересаживать	1.5	55	85	102	1
пересаживаться	1.4	70	91	123	1
пересдавать	0.4	21	76	25	0
пересекать	10.6	96	94	588	1
пересекаться	6.1	99	93	409	1
переселить	2.2	77	91	163	1
переселиться	5.2	94	94	335	1
переселять	1.0	52	87	79	1
переселяться	1.9	75	91	142	1
пересесть	6.3	88	92	406	1
пересечь	13.4	97	93	668	0
пересечься	2.3	80	90	169	0
пересидеть	1.6	69	90	127	0
пересиливать	1.0	53	87	77	0
пересилить	2.6	77	89	189	0
пересказать	5.1	93	93	335	2
пересказывать	6.2	97	94	416	2
перескакивать	1.8	72	89	149	0
перескочить	2.6	77	89	186	0
переслать	2.7	84	91	184	0
пересматривать	3.4	79	90	266	0
пересматриваться	1.3	53	87	104	0
пересмеиваться	0.4	23	79	28	0
пересмотреть	10.8	97	93	812	0
переснимать	0.4	20	75	24	0
переснять	0.9	44	86	59	0
пересолить	0.6	44	87	47	0
пересохнуть	5.3	74	88	313	1
переспать	3.3	68	88	179	0
переспорить	0.5	32	82	38	0
переспрашивать	3.5	85	90	228	0
переспросить	17.4	88	88	565	0
перессориться	0.6	42	86	51	0
переставать	29.0	100	97	1502	4
переставить	3.1	82	91	226	1
переставлять	4.1	92	92	288	1
перестараться	1.8	65	90	136	0
перестать	105.8	100	95	3236	3
перестраивать	2.5	78	90	187	1
перестраиваться	2.7	86	91	197	0
перестраховаться	0.5	34	84	43	0
перестрелять	1.8	65	89	125	0
перестроить	4.4	92	92	325	1
перестроиться	2.5	82	91	177	0
переступать	5.0	85	91	319	0
переступить	10.2	94	92	534	0
пересчитать	6.7	98	94	452	0
пересчитывать	3.7	83	91	263	0
пересылать	1.5	63	88	117	0
пересыпать	2.2	69	84	132	0
пересыхать	0.9	51	87	71	1
перетаскать	0.7	34	83	54	0
перетаскивать	1.9	76	90	140	0
перетасовать	0.4	22	76	32	0
перетащить	2.9	75	90	197	0
перетекать	3.0	87	92	233	0
перетереть	0.8	47	86	65	0
перетерпеть	1.5	69	89	116	0
перетечь	0.8	52	89	67	0
перетирать	0.9	46	86	65	0
перетрусить	0.5	25	78	32	0
перетряхивать	0.6	37	84	48	0
перетряхнуть	0.5	37	85	44	0
переть	7.0	90	91	407	0
переться	1.6	50	85	110	0
перетягивать	1.0	62	89	82	0
перетянуть	3.9	88	91	256	0
переубедить	2.4	84	90	179	1
переубеждать	0.4	30	83	36	1
переусердствовать	0.9	48	87	72	0
переутомиться	0.5	33	84	47	0
переучивать	0.4	25	78	31	0
переучиваться	0.8	40	85	61	0
переформулировать	0.4	23	72	31	0
перефразировать	2.1	73	91	172	0
перехватить	16.9	99	91	730	0
перехватывать	4.1	89	92	298	0
перехитрить	1.9	72	90	133	0
перехлестывать	0.4	30	83	36	0
переходить	52.6	100	96	2481	6
перечеркивать	1.0	56	89	83	0
перечеркнуть	3.2	88	92	236	0
перечесть	2.5	82	90	173	0
перечислить	21.2	100	93	1376	1
перечислять	10.8	99	95	727	1
перечисляться	2.3	79	91	180	0
перечитать	6.7	95	93	393	1
перечитывать	8.3	94	93	440	1
перечить	2.4	76	90	165	0
перешагивать	1.6	66	89	133	0
перешагнуть	5.6	96	94	391	0
перешептываться	1.5	62	89	106	0
перешибить	1.0	48	86	73	0
перешивать	0.6	37	84	44	0
перешить	0.8	41	85	63	0
перещеголять	0.5	42	87	48	0
персонифицировать	1.8	62	88	135	0
першить	0.6	40	83	54	0
пестовать	1.3	67	90	112	1
пестреть	3.1	90	93	229	0
петлять	4.2	83	91	272	0
петушиться	0.5	35	84	44	0
петь	143.2	100	94	2802	5
петься	4.3	89	91	284	0
печалить	0.9	53	88	76	1
печалиться	2.8	80	91	201	0
печатать	24.6	100	93	960	6
печататься	11.4	99	92	577	0
печь	8.7	95	93	511	3
печься	3.2	91	92	237	1
пиарить	0.4	29	82	37	0
пиздеть	0.7	17	55	19	0
пикировать	1.1	48	85	71	0
пикнуть	1.7	61	87	128	0
пиликать	0.6	36	82	46	0
пилить	6.3	93	92	362	3
пилотировать	3.2	59	71	156	1
пинать	3.2	81	90	218	0
пировать	3.1	82	90	185	0
писать	444.3	100	96	6914	5
писаться	16.1	100	95	844	0
пискнуть	3.6	56	87	218	0
питать	13.2	99	95	782	1
питаться	17.9	99	96	1023	3
пить	200.9	100	93	3381	6
питься	0.9	49	87	69	0
пихать	1.8	66	87	116	0
пихаться	0.5	29	81	38	0
пихнуть	2.0	49	84	118	0
пичкать	0.8	44	86	63	0
пищать	3.7	75	90	231	0
плавать	33.1	100	93	1209	5
плавить	0.7	45	85	57	0
плавиться	2.1	75	90	160	0
плакать	103.9	99	92	2216	6
плакаться	1.7	73	90	135	0
пламенеть	1.5	62	88	111	0
планировать	36.8	100	92	2367	3
планироваться	27.6	93	90	1889	0
пластаться	0.6	35	82	48	0
платить	96.9	100	95	3722	5
платиться	0.9	41	84	73	0
плевать	17.6	93	92	798	0
плеваться	3.5	74	89	234	0
пленить	3.0	86	91	206	0
пленять	1.2	53	88	85	0
плескать	2.3	71	89	165	0
плескаться	6.6	85	90	411	0
плеснуть	5.3	69	88	293	0
плести	6.3	91	93	388	0
плестись	5.3	89	91	339	0
плодить	1.9	70	89	150	0
плодиться	2.0	74	91	145	0
плодоносить	1.6	65	86	107	0
пломбировать	0.4	25	80	28	1
плотить	0.4	27	81	32	0
плотничать	0.5	27	79	35	0
плутать	1.3	56	88	96	0
плыть	42.5	97	92	1241	3
плюнуть	17.2	91	91	776	0
плюхаться	1.5	59	87	113	0
плюхнуться	5.1	72	89	299	0
плющить	0.5	25	80	34	0
плясать	14.7	95	92	702	1
пнуть	5.3	74	87	285	0
поаплодировать	0.5	33	82	42	0
побагроветь	2.6	61	87	169	0
побаиваться	6.2	92	91	379	1
побаливать	1.1	51	87	84	0
побаловать	1.1	60	89	95	0
побаловаться	1.0	54	88	85	0
побарабанить	0.5	24	77	39	0
побегать	2.8	83	90	190	0
победить	52.9	100	95	2413	5
побежать	59.6	98	91	1498	1
побеждать	16.2	98	93	974	5
побелеть	5.7	78	90	330	1
побелить	1.3	61	89	107	1
поберечь	1.6	61	89	115	1
поберечься	0.5	35	83	44	0
побеседовать	7.7	92	93	421	1
побеспокоить	1.1	54	88	92	2
побеспокоиться	0.6	38	85	52	1
побивать	0.8	48	87	66	0
побираться	1.0	48	86	67	0
побить	14.0	98	94	725	1
побиться	0.7	37	85	53	1
поблагодарить	17.4	100	95	847	4
побледнеть	10.1	86	89	458	3
поблекнуть	2.6	81	91	192	1
поблескивать	9.3	85	90	431	0
поболеть	0.7	43	86	54	0
поболтать	5.5	85	91	331	0
побороть	3.8	93	92	258	0
побороться	2.3	75	89	192	1
побояться	8.7	96	94	535	1
побрататься	0.4	27	82	31	0
побрать	6.3	82	88	282	0
побрезговать	0.9	44	86	69	0
побрести	8.2	75	88	383	1
побрить	1.7	60	87	115	1
побриться	3.3	72	89	202	1
побродить	3.4	81	91	245	0
побросать	2.6	70	90	185	0
побрызгать	0.6	42	84	52	0
побрякивать	0.4	22	76	29	0
побудить	5.7	87	92	382	1
побуждать	6.6	93	90	436	1
побуреть	0.4	27	81	35	0
побывать	42.5	99	95	1946	2
побыть	11.2	92	93	637	0
повадиться	1.6	64	88	122	0
повалить	9.6	93	91	512	2
повалиться	7.5	72	87	329	1
поваляться	1.4	64	89	114	0
поведать	16.0	98	94	843	0
повезти	58.5	100	96	2165	1
повелевать	2.7	75	89	172	0
повелеть	3.5	71	76	162	0
повенчать	0.4	22	78	29	0
повенчаться	0.4	21	72	23	0
повергать	1.5	69	90	124	0
повергнуть	4.7	97	93	321	0
поверить	101.8	100	95	2794	4
повернуть	44.5	99	92	1366	4
повернуться	69.3	98	90	1439	5
повертеть	4.8	68	88	282	0
повертеться	0.7	40	85	54	0
поверять	1.3	61	89	93	0
повеселеть	4.6	73	89	281	0
повеселить	0.8	45	83	63	0
повеселиться	2.2	78	91	165	0
повесить	32.3	99	93	1277	4
повеситься	5.8	85	91	340	1
повествовать	5.4	90	91	365	1
повести	46.3	100	94	1568	1
повестись	3.0	92	93	240	0
повеять	2.6	70	89	187	0
повздорить	1.0	50	87	78	0
повздыхать	1.3	50	85	89	0
повзрослеть	4.6	95	94	333	0
повидать	9.2	91	93	487	0
повидаться	4.1	83	92	222	0
повизгивать	1.9	58	87	140	0
повиниться	1.3	49	85	80	0
повиноваться	7.5	91	91	387	0
повисать	2.7	81	91	197	0
повисеть	0.6	37	84	52	1
повиснуть	15.8	93	91	708	1
повлажнеть	0.5	30	82	41	0
повлечь	11.3	99	78	658	1
повлиять	18.6	100	93	1260	2
поводить	4.0	67	88	247	0
повоевать	1.6	67	90	113	1
повозить	0.5	28	81	36	0
повозиться	2.2	69	90	178	0
поволноваться	0.6	36	85	49	0
поволочь	4.5	68	88	280	0
поворачивать	16.7	100	93	788	3
поворачиваться	18.9	99	92	877	4
поворотить	0.7	33	82	40	0
поворотиться	0.7	26	77	36	0
поворочаться	0.4	26	81	35	0
поворошить	0.4	25	79	33	0
поворчать	0.9	49	87	69	0
повредить	18.3	100	95	1007	1
повредиться	0.5	32	84	41	0
повреждать	1.0	38	81	72	0
повреждаться	0.8	30	79	60	0
повременить	2.2	79	90	160	0
повскакать	0.5	33	82	43	0
повскакивать	0.4	21	77	28	0
повспоминать	0.7	41	84	60	0
повстречать	2.4	76	89	155	0
повстречаться	3.0	84	91	232	0
повторить	80.9	100	93	2187	4
повториться	14.1	100	95	890	1
повторять	79.9	100	96	2615	5
повторяться	21.8	100	96	1203	1
повысить	31.0	100	94	2076	3
повыситься	6.3	88	91	475	1
повышать	23.2	100	93	1612	4
повышаться	9.6	91	90	729	1
повязать	6.6	88	91	390	0
повязывать	0.9	46	86	73	0
погадать	1.0	49	87	70	0
поганить	0.4	29	83	32	0
погасить	13.5	100	95	802	5
погаснуть	14.4	90	91	666	3
погашать	0.8	42	85	68	0
погашаться	0.7	25	73	44	0
погибать	14.7	100	95	855	6
погибнуть	95.4	100	96	2885	4
погладить	17.3	95	89	688	4
поглаживать	5.3	82	90	317	1
поглазеть	1.6	67	90	128	0
поглотить	9.1	97	95	576	0
поглощать	8.0	99	94	532	0
поглощаться	1.0	46	83	80	0
поглупеть	0.6	27	80	44	0
поглядеть	39.9	97	89	969	3
поглядывать	26.6	92	90	853	0
погнать	7.4	84	90	366	1
погнаться	1.9	71	90	151	1
погнуть	0.5	34	84	42	0
поговаривать	4.9	88	92	357	0
поговорить	83.3	99	94	2316	4
погодить	20.7	86	88	658	0
погонять	2.5	77	91	183	0
погоревать	0.7	42	86	54	0
погореть	2.1	69	90	136	0
погорячиться	1.7	65	89	134	0
погостить	2.3	80	90	174	0
пограбить	0.4	25	80	29	0
погребать	0.5	32	81	43	0
погрести	4.1	90	92	275	0
погреть	0.8	45	86	71	0
погреться	2.5	79	89	195	0
погрешить	0.5	40	87	48	0
погрозить	5.1	63	86	283	1
погромыхивать	0.7	35	82	55	0
погружать	3.2	92	91	234	2
погружаться	11.1	98	94	658	2
погрузить	16.1	99	95	857	2
погрузиться	13.0	98	93	669	2
погрустить	0.4	30	83	38	0
погрустнеть	1.2	50	86	94	0
погрызть	0.6	33	83	50	0
погрязнуть	2.5	84	92	195	0
погубить	13.8	96	94	722	1
погудеть	0.4	23	76	31	0
погуливать	0.4	26	80	29	0
погулять	13.5	95	92	701	2
подавать	49.0	100	96	2073	5
подаваться	10.7	98	84	618	1
подавить	13.6	99	95	712	1
подавиться	3.9	70	89	251	0
подавлять	22.9	99	93	1428	1
подавляться	1.0	54	87	81	0
подарить	61.4	100	95	2191	4
подать	79.4	100	95	2745	5
податься	13.5	95	91	618	1
подбадривать	3.5	85	91	252	0
подбегать	4.9	87	90	314	0
подбежать	13.5	87	89	570	0
подбивать	1.7	75	91	140	0
подбирать	17.7	98	96	974	4
подбираться	6.4	96	95	469	0
подбить	7.0	90	92	379	0
подбодрить	2.5	75	90	174	0
подбочениться	1.0	38	83	69	0
подбрасывать	5.8	86	92	395	1
подбросить	9.7	88	92	506	1
подваливать	0.5	31	81	39	0
подвалить	1.0	45	86	76	0
подвезти	6.1	84	91	362	0
подвергать	9.9	98	93	660	2
подвергаться	18.6	99	91	1146	2
подвергнуть	12.2	98	93	793	1
подвергнуться	10.7	98	93	728	1
подвернуть	2.8	72	89	194	0
подвернуться	6.1	92	91	388	0
подвесить	7.7	98	92	487	0
подвести	35.3	100	96	1880	2
подвешивать	1.4	67	90	111	0
подвешиваться	0.4	27	82	30	0
подвигать	2.0	73	90	157	0
подвигаться	1.6	54	86	104	0
подвигнуть	2.2	71	90	177	0
подвизаться	1.8	71	87	125	0
подвинуть	4.0	80	89	239	0
подвинуться	3.3	76	90	224	0
подводить	16.6	100	96	1099	2
подводиться	1.3	56	87	109	0
подвозить	2.4	77	91	176	0
подворачивать	0.4	21	76	23	0
подворачиваться	0.9	44	85	71	0
подвывать	2.2	58	88	157	0
подвыпить	3.9	83	91	252	0
подвязать	1.7	62	88	120	0
подвязывать	0.6	38	85	52	0
подгадать	0.8	45	85	61	0
подгибаться	0.8	44	85	66	0
подглядеть	0.8	45	86	65	0
подглядывать	3.3	74	90	226	0
подгнить	1.0	53	86	80	0
подговорить	0.7	44	86	62	1
подгонять	6.3	95	93	410	0
подгоняться	0.6	33	83	47	0
подгорать	0.4	27	81	34	0
подгореть	0.9	45	85	63	0
подготавливать	3.4	85	89	234	4
подготавливаться	0.9	45	85	69	4
подготовить	69.1	100	93	3654	6
подготовиться	8.1	98	94	558	4
подготовлять	0.5	30	77	40	1
подгребать	0.8	43	85	60	0
подгрести	0.7	34	82	54	0
подгулять	0.6	39	85	51	0
поддавать	0.8	41	85	62	0
поддаваться	20.8	100	96	1196	2
поддакивать	3.0	77	89	205	0
поддакнуть	1.7	46	85	114	0
поддать	2.7	64	88	184	0
поддаться	9.6	98	94	583	2
поддевать	0.7	43	84	59	0
подделать	1.7	71	90	127	0
подделывать	1.1	53	87	82	0
подделываться	0.4	30	83	36	0
поддержать	56.2	100	95	2808	4
поддерживать	75.9	100	95	3771	5
поддерживаться	6.8	87	89	506	0
поддернуть	0.5	27	81	40	0
поддеть	2.4	64	88	152	0
поддразнивать	1.0	46	86	72	0
подеваться	3.6	80	90	234	0
подежурить	0.4	27	82	32	0
подействовать	7.7	92	94	471	0
поделать	24.3	98	94	1109	0
поделить	12.2	100	95	842	1
поделиться	27.4	100	95	1506	2
поделывать	0.4	26	80	30	0
подергать	2.2	51	87	143	0
подергивать	1.3	47	86	97	0
подергиваться	1.5	53	86	108	0
подержать	8.6	95	94	554	1
подержаться	0.9	42	84	68	1
подернуть	1.7	54	87	117	0
подернуться	0.9	42	83	69	0
подешеветь	1.5	55	86	120	0
поджаривать	0.6	36	84	49	1
поджарить	3.1	77	87	186	3
поджать	8.4	88	89	434	0
поджечь	7.2	96	92	418	0
поджигать	3.0	85	91	223	1
поджидать	10.1	93	92	535	0
поджимать	3.4	83	91	253	0
подзабыть	1.4	61	89	110	0
подзадоривать	0.4	27	82	35	0
подзаработать	1.2	56	88	101	0
подзуживать	0.7	40	86	54	0
подзывать	2.1	70	88	138	0
подивиться	3.0	71	90	197	0
подкалывать	0.7	38	85	53	0
подкарауливать	0.8	44	84	56	0
подкараулить	1.1	46	86	91	0
подкармливать	3.3	96	94	256	0
подкатить	4.8	77	89	307	0
подкатиться	0.8	37	82	63	0
подкатывать	2.0	66	88	148	0
подкатываться	0.6	36	84	52	0
подкачать	1.5	71	90	127	0
подкашиваться	0.8	42	85	64	0
подкидывать	2.0	78	90	153	0
подкинуть	4.9	84	91	303	0
подкладывать	3.7	87	92	263	0
подклеить	0.6	36	84	49	0
подключать	2.7	78	89	209	1
подключаться	2.9	83	91	224	1
подключить	8.3	99	93	566	1
подключиться	4.5	89	92	333	1
подковать	2.0	77	92	153	0
подколоть	0.8	46	85	63	0
подкопаться	0.6	39	86	43	0
подкопить	0.4	26	81	30	0
подкормить	1.0	53	87	72	0
подкормиться	0.4	27	82	32	0
подкорректировать	0.9	45	84	75	0
подкосить	1.9	73	90	149	0
подкоситься	0.9	42	84	74	0
подкрадываться	2.4	71	89	165	0
подкрасить	2.5	82	91	171	0
подкрасться	3.4	73	89	239	0
подкрашивать	0.9	47	85	67	0
подкрепить	5.5	93	93	427	1
подкрепиться	1.3	58	88	107	1
подкреплять	2.2	78	91	175	1
подкрепляться	1.9	77	91	156	1
подкрутить	0.7	44	85	62	0
подкручивать	0.7	40	84	51	0
подкупать	2.3	81	91	176	0
подкупить	2.2	76	90	158	0
подлаживаться	0.6	44	87	51	1
подламываться	0.4	28	82	35	0
подлатать	0.4	31	84	34	0
подлежать	40.8	99	76	1614	1
подлезть	0.4	24	78	33	0
подлетать	2.1	64	88	139	0
подлететь	2.7	67	88	164	0
подлечить	1.2	56	89	94	0
подлечиться	0.9	48	86	72	0
подливать	2.9	80	90	200	0
подлизываться	0.8	46	84	63	0
подлить	1.7	72	90	137	0
подловить	1.2	49	86	89	0
подложить	6.1	95	92	392	0
подломиться	0.5	32	82	46	0
подмазать	0.6	35	81	49	0
подмахнуть	0.6	34	83	51	0
подменить	4.9	95	93	340	0
подменять	3.6	97	93	278	0
подменяться	1.1	49	82	89	0
подмерзнуть	0.5	35	84	41	0
подмести	1.8	66	88	128	3
подметать	3.1	79	91	221	4
подметить	5.0	93	93	355	0
подмечать	1.7	72	90	127	0
подмешать	0.5	32	82	42	0
подмешивать	0.4	31	83	35	0
подмигивать	6.6	86	90	375	0
подмигнуть	13.5	76	88	514	0
подминать	1.0	54	88	89	0
подморозить	0.8	57	89	72	0
подмочить	1.1	57	88	86	0
подмывать	2.3	68	89	158	1
подмыть	0.7	38	81	51	1
подмять	2.4	75	90	183	0
поднабраться	0.5	30	82	39	0
поднадоесть	0.9	53	87	75	0
поднажать	0.7	44	86	60	0
поднапрячься	0.4	24	77	31	0
поднатореть	1.1	53	87	91	0
поднатужиться	0.9	41	84	72	0
подначивать	1.2	56	88	86	0
поднести	15.4	94	90	679	0
поднимать	56.9	100	95	2106	5
подниматься	75.9	100	94	2257	5
подновить	0.7	49	88	61	0
подносить	6.9	92	92	460	0
поднырнуть	0.5	27	79	33	0
поднять	173.8	100	93	3686	4
подняться	136.2	100	92	2588	5
подобать	4.5	97	93	323	1
подобрать	34.9	100	96	1681	4
подобраться	6.7	94	93	419	0
подобреть	1.2	48	86	89	0
подогнать	4.5	94	94	320	0
подогнуть	1.2	54	87	88	0
подогнуться	0.5	28	82	42	0
подогревать	2.9	88	92	217	1
подогреваться	0.9	47	86	75	1
подогреть	3.6	88	90	246	1
пододвигать	0.6	34	84	48	0
пододвинуть	2.7	56	85	151	0
пододвинуться	0.4	21	77	31	0
подождать	56.6	100	91	1621	5
подозвать	3.8	82	90	245	0
подозревать	43.2	100	95	1699	2
подозреваться	1.4	54	87	107	0
подоить	0.7	34	81	44	1
подойти	190.0	100	93	3608	4
подорвать	7.5	98	93	482	0
подорваться	1.8	68	90	125	0
подорожать	3.6	71	88	256	1
подослать	1.8	60	87	129	0
подоспеть	5.2	89	93	356	0
подоткнуть	1.2	43	85	89	0
подохнуть	3.0	69	89	180	0
подпадать	4.0	82	90	299	0
подпалить	0.9	41	85	74	0
подпасть	0.9	45	85	67	0
подпевать	3.6	81	91	244	0
подпереть	4.3	75	89	261	0
подпилить	0.5	29	81	42	0
подпирать	3.8	84	91	274	0
подписать	72.4	100	93	3077	4
подписаться	5.0	92	92	340	3
подписывать	15.5	100	94	814	6
подписываться	4.7	86	84	275	4
