lemma	ipm	r	d	doc	dicts
раскатиться	1.1	48	84	80	0
раскатывать	1.5	65	89	113	0
раскатываться	0.6	40	86	51	0
раскачать	1.2	60	89	97	0
раскачаться	0.6	38	84	51	0
раскачивать	3.6	81	91	254	0
раскачиваться	8.8	94	91	481	0
раскаяться	2.5	76	90	178	1
расквартировать	1.0	49	86	83	0
расквасить	0.8	42	85	65	0
расквитаться	0.4	32	84	34	0
раскидать	3.3	81	90	241	0
раскидывать	1.7	61	89	132	0
раскинуть	7.2	86	90	418	0
раскинуться	5.6	92	93	358	0
раскисать	0.8	43	86	62	0
раскиснуть	1.5	54	87	106	0
раскладывать	6.8	95	93	446	1
раскладываться	1.2	56	88	95	0
раскланиваться	2.2	73	90	152	0
раскланяться	1.5	58	88	111	0
расклевать	0.4	26	79	30	0
расклеивать	0.5	34	84	43	0
расклеить	1.1	59	88	85	0
расклеиться	0.6	34	82	44	0
расклешить	0.8	43	85	57	0
расковать	0.5	39	86	47	0
расковырять	0.6	37	85	52	0
расколдовать	0.5	26	78	34	0
расколотить	0.5	33	83	48	0
расколоть	5.3	96	93	337	2
расколоться	4.3	87	92	296	0
раскопать	2.6	75	90	184	0
раскорячить	0.6	34	84	48	0
раскорячиться	0.4	26	80	30	0
раскошеливаться	0.4	29	82	38	0
раскошелиться	1.4	66	90	122	0
раскрасить	5.3	89	91	319	2
раскраснеться	4.2	69	88	247	1
раскрашивать	1.2	55	87	94	1
раскрепостить	1.3	59	88	104	0
раскрепоститься	0.5	26	80	35	0
раскритиковать	1.2	55	87	95	0
раскричаться	0.7	36	81	58	0
раскроить	1.1	54	86	79	0
раскрошить	0.6	35	83	50	0
раскрошиться	0.4	25	77	32	0
раскрутить	4.8	85	93	351	0
раскрутиться	0.9	54	88	77	0
раскручивать	2.7	83	92	212	0
раскручиваться	1.7	73	91	143	0
раскрывать	16.2	99	94	990	3
раскрываться	9.8	98	90	645	1
раскрыть	40.8	100	95	1712	2
раскрыться	9.9	96	90	557	1
раскулачивать	0.6	31	74	36	0
раскулачить	1.8	61	85	103	0
раскупать	0.5	28	81	41	0
раскупаться	0.7	38	85	57	0
раскупить	1.0	49	87	76	0
раскупорить	0.4	26	79	31	0
раскуривать	1.1	49	86	77	0
раскурить	1.0	50	87	75	0
раскурочить	0.7	38	83	53	0
раскусить	2.4	79	91	178	0
распадаться	6.7	97	93	450	0
распаковать	0.9	51	88	73	0
распаковывать	0.6	38	84	55	0
распалить	1.1	50	87	84	0
распалиться	0.8	42	85	66	0
распалять	0.9	45	85	67	0
распаляться	1.3	52	86	95	0
распарить	2.1	59	87	148	0
распасться	8.2	99	95	526	0
распахать	0.9	40	82	53	0
распахивать	3.7	83	91	265	0
распахиваться	3.1	77	90	213	0
распахнуть	30.1	93	90	941	0
распахнуться	10.8	88	89	487	0
распевать	4.1	85	89	240	0
распеваться	0.4	24	79	27	0
распекать	0.9	43	85	69	0
распеться	0.4	28	82	31	0
распечатать	3.2	88	90	221	0
распечатывать	0.9	51	87	76	0
распивать	1.6	67	89	131	0
распиливать	0.7	43	86	50	0
распилить	1.6	76	90	129	1
распинать	1.0	41	72	77	0
распинаться	0.6	34	83	45	0
распирать	3.3	73	90	221	0
расписать	9.6	97	95	631	1
расписаться	9.1	96	92	442	1
расписывать	3.7	87	92	269	1
расписываться	3.3	87	92	244	2
распить	1.6	61	89	127	0
распихать	0.6	35	82	51	0
распихивать	0.5	37	84	48	0
расплавить	2.7	80	91	189	0
расплавиться	0.7	45	87	64	0
расплакаться	4.7	85	91	295	0
распланировать	0.6	44	87	50	0
распластать	2.4	62	88	170	0
распластаться	2.1	63	88	152	0
расплатиться	8.7	93	93	494	1
расплачиваться	8.6	97	95	582	1
расплескать	1.6	61	89	123	0
расплескаться	0.4	28	80	34	0
расплескивать	0.7	36	83	59	0
расплодиться	1.5	67	91	122	0
расплываться	4.8	88	90	325	0
расплыться	3.7	63	88	241	0
расплющить	1.8	51	84	122	0
распознавать	2.8	87	91	197	1
распознаваться	0.5	29	76	39	0
распознать	4.8	94	94	333	1
располагать	28.3	100	94	1675	2
располагаться	33.9	100	86	1477	3
расползаться	4.4	87	91	298	0
расползтись	3.0	77	91	225	0
располнеть	1.2	59	89	90	0
расположить	79.1	100	90	3560	2
расположиться	15.2	99	94	827	3
располосовать	0.5	29	81	40	0
распороть	1.5	57	88	102	0
распорядиться	18.3	99	94	826	1
распоряжаться	13.4	98	94	834	1
распотрошить	0.7	37	82	52	0
распоясаться	1.5	62	89	114	0
расправить	5.0	82	91	314	0
расправиться	5.5	92	93	347	1
расправлять	1.8	68	89	143	0
расправляться	2.8	80	91	211	1
распределить	9.4	98	93	716	3
распределиться	1.7	68	89	138	1
распределять	6.1	96	92	444	5
распределяться	5.6	83	90	420	1
распробовать	0.5	37	85	43	0
распродавать	1.1	51	86	93	0
распродаваться	0.6	32	83	45	0
распродать	2.4	79	90	199	0
распростереть	3.5	84	92	230	0
распростереться	0.5	31	82	40	0
распроститься	0.5	31	82	40	0
распространить	34.3	99	90	2116	1
распространиться	6.2	94	93	428	0
распространять	9.7	98	95	671	2
распространяться	26.1	100	92	1544	1
распрощаться	5.4	94	93	348	0
распрягать	0.4	21	76	27	0
распрямить	0.9	40	84	67	0
распрямиться	2.7	65	86	182	0
распрямлять	0.5	27	79	37	0
распрямляться	1.5	54	87	107	0
распрячь	0.4	26	78	34	0
распугать	0.9	43	86	70	0
распугивать	0.8	44	86	62	0
распускать	4.0	94	92	283	0
распускаться	2.7	79	92	197	0
распустить	9.4	93	93	577	0
распуститься	3.1	82	91	226	0
распутать	1.4	67	89	108	0
распутывать	1.1	55	88	80	0
распухать	0.5	37	85	42	0
распухнуть	5.2	80	90	295	0
распушить	0.6	35	83	49	0
распылить	0.7	42	85	59	0
распылять	0.8	52	88	72	0
распыляться	0.5	36	83	48	0
распялить	0.5	22	77	34	0
распять	6.2	87	78	315	0
рассадить	1.0	52	88	81	0
рассаживать	0.5	33	84	36	0
рассаживаться	2.7	76	91	201	0
рассасываться	0.9	52	88	72	0
рассвести	2.4	63	88	167	0
рассветать	0.6	37	83	51	0
рассвирепеть	2.2	70	89	157	0
рассеивать	1.7	69	86	114	0
рассеиваться	2.8	84	91	207	0
рассекать	3.3	84	90	234	0
рассекретить	1.5	64	87	110	0
расселить	1.4	58	87	103	0
расселиться	0.6	36	82	42	0
расселять	0.6	35	82	46	0
расселяться	0.4	30	83	37	0
рассердить	2.0	72	91	159	1
рассердиться	13.5	93	88	528	4
рассесться	5.4	80	91	335	0
рассечь	3.4	79	89	213	0
рассеять	4.5	93	93	325	0
рассеяться	4.7	91	92	320	0
рассиживаться	0.5	29	82	36	0
рассказать	229.4	100	96	5883	3
рассказывать	230.0	100	96	5391	7
рассказываться	4.9	95	92	352	0
расслабить	3.7	87	89	226	0
расслабиться	13.9	96	93	697	0
расслаблять	2.5	86	91	191	0
расслабляться	4.7	92	93	328	0
расслаиваться	0.5	29	82	36	0
расследовать	4.6	85	91	303	1
расследоваться	0.8	38	84	63	0
расслышать	9.5	84	89	467	0
рассматривать	100.6	100	91	3959	4
рассматриваться	42.2	95	85	2163	0
рассмешить	2.4	77	91	171	1
рассмеяться	27.7	90	89	722	0
рассмотреть	63.9	100	89	3175	3
рассовать	0.9	49	87	78	0
рассовывать	0.5	30	82	38	0
рассориться	0.8	47	87	67	0
рассортировать	0.9	50	86	71	1
рассосаться	2.2	71	90	162	0
рассохнуться	0.8	37	83	57	0
расспрашивать	17.7	97	94	716	3
расспросить	4.6	86	92	299	1
рассредоточить	0.9	50	87	75	0
рассредоточиться	0.6	35	80	43	0
расставаться	18.5	99	95	974	5
расставить	19.9	99	95	1052	0
расставлять	5.6	95	94	397	0
расстараться	1.0	43	84	69	0
расстаться	26.7	97	95	1153	3
расстегивать	3.5	58	87	217	1
расстегнуть	13.9	80	89	552	1
расстегнуться	0.6	31	83	49	0
расстелить	4.0	75	89	266	0
расстилать	1.0	54	87	74	0
расстилаться	1.7	65	89	125	1
расстраивать	2.5	80	91	185	0
расстраиваться	7.6	95	91	437	1
расстреливать	7.6	94	92	381	0
расстрелять	29.2	98	92	906	1
расстроить	9.0	97	94	513	0
расстроиться	9.9	93	93	549	1
расступаться	1.6	59	87	115	0
расступиться	2.8	70	90	195	0
рассудить	6.9	96	92	436	0
рассуждать	31.1	99	96	1398	3
рассусоливать	0.4	25	80	32	0
рассчитать	38.1	100	94	2294	1
рассчитаться	5.3	94	93	339	0
рассчитывать	58.2	100	96	2981	3
рассчитываться	6.8	90	85	425	0
рассылать	2.8	78	90	200	0
рассылаться	0.8	38	83	61	0
рассыпать	6.3	93	92	411	0
рассыпаться	13.9	98	93	740	0
расталкивать	2.2	65	89	160	0
растапливать	1.0	49	87	76	0
растаскивать	1.5	70	90	130	0
растащить	2.9	88	92	226	0
растаять	9.1	96	92	544	3
растворить	6.3	96	92	377	1
раствориться	10.8	99	94	642	1
растворять	2.5	71	86	166	1
растворяться	7.2	98	95	469	1
растекаться	3.4	86	91	241	0
растереть	3.6	90	90	250	0
растерзать	2.9	81	91	203	0
растерять	10.4	95	93	579	0
растеряться	23.6	97	92	946	2
растечься	1.8	64	88	130	0
расти	125.8	100	97	5045	3
растиражировать	1.0	45	86	79	0
растирать	3.1	76	90	204	0
растить	5.7	96	93	411	1
растлевать	0.5	34	84	41	0
растлить	0.4	26	79	31	0
растолкать	2.2	58	87	151	0
растолковать	2.7	78	90	184	0
растолковывать	1.4	65	89	106	0
растолстеть	1.1	53	88	90	0
растопить	3.4	86	89	213	0
растоптать	4.2	90	92	269	0
растопыривать	0.4	28	82	35	0
растопырить	5.8	82	88	331	0
расторгнуть	3.2	65	77	200	0
растормошить	0.9	46	86	75	0
расточать	1.3	55	85	85	0
растравить	0.4	24	80	32	0
растравлять	0.6	37	84	50	0
растратить	1.8	71	90	141	0
растрачивать	1.2	55	89	98	0
растревожить	2.2	65	88	147	0
растрепать	4.4	79	89	268	0
растрепаться	0.8	42	86	72	0
растрескаться	1.3	51	85	91	0
растрескиваться	0.4	23	74	28	0
растрогать	3.0	80	92	209	0
растрогаться	1.3	56	88	99	0
растрясти	0.7	39	83	59	0
растягивать	4.6	95	93	294	1
растягиваться	2.8	89	92	206	1
растянуть	5.7	95	93	386	1
растянуться	6.8	95	93	441	1
расфасовать	0.9	36	72	47	1
расформировать	1.9	68	88	140	0
расхаживать	5.4	84	91	308	0
расхваливать	1.9	67	89	139	0
расхвалить	0.5	33	82	39	0
расхвастаться	0.4	25	80	30	0
расхватать	0.9	51	87	75	0
расхватывать	0.5	37	86	46	0
расхлебать	0.5	29	82	38	0
расхлебывать	1.5	62	88	118	0
расходиться	16.1	99	96	924	3
расходовать	4.5	94	93	334	2
расходоваться	3.0	71	90	238	0
расхотеться	1.8	55	87	118	0
расхохотаться	9.3	83	89	399	0
расхрабриться	0.7	36	83	58	0
расцарапать	0.9	46	86	68	0
расцвести	6.3	98	94	437	1
расцветать	4.8	93	93	328	1
расцветить	1.3	62	89	103	0
расцвечивать	0.5	32	83	38	0
расцеловать	2.4	66	88	153	0
расцеловаться	1.5	56	86	94	0
расценивать	4.3	89	92	334	0
расцениваться	2.1	69	90	167	0
расценить	4.9	93	93	376	0
расцепить	0.5	25	75	31	0
расчертить	1.2	55	87	98	0
расчесать	2.1	70	89	146	1
расчесывать	2.3	70	90	157	1
расчистить	4.2	90	93	307	0
расчитывать	0.4	14	49	19	0
расчищать	2.5	85	92	201	0
расчленить	2.2	76	90	168	1
расчленять	0.6	36	83	47	1
расчувствоваться	1.6	64	88	117	0
расшалиться	0.6	38	84	48	0
расшатать	2.0	76	90	152	0
расшататься	0.4	28	82	36	0
расшатывать	1.2	62	89	96	0
расшвыривать	0.6	34	79	41	0
расшвырять	0.5	32	82	41	0
расшевелить	1.4	65	90	117	0
расшибить	1.1	49	87	82	0
расшибиться	0.8	40	85	63	0
расширить	26.3	100	83	1548	1
расшириться	5.7	95	94	435	1
расширять	11.9	95	92	891	1
расширяться	13.2	100	91	831	2
расшить	2.2	79	90	149	0
расшифровать	5.3	95	93	329	0
расшифровывать	2.0	80	92	156	0
расшифровываться	1.2	57	88	92	0
расшуметься	0.5	26	80	37	0
расщедриться	0.7	42	85	62	0
расщепить	1.8	62	87	117	0
расщеплять	0.9	49	85	70	0
расщепляться	0.8	41	84	66	0
ратифицировать	2.8	52	85	151	0
ратовать	3.2	81	91	245	0
рационализировать	0.4	27	80	34	1
рвануть	16.8	92	92	713	0
рвануться	10.1	77	89	447	0
рвать	22.2	98	93	971	2
рваться	28.2	100	95	1246	1
рдеть	0.8	39	83	59	0
реабилитировать	4.4	83	90	259	1
реабилитироваться	0.6	36	82	53	0
реагировать	30.0	100	95	1577	2
реализовать	44.8	96	89	2553	1
реализоваться	14.2	85	87	919	0
реализовывать	3.6	73	90	299	0
реализовываться	2.0	62	89	170	0
реанимировать	2.0	65	88	162	0
реветь	15.3	90	91	668	1
ревизовать	0.6	34	82	52	0
ревновать	10.7	92	91	469	0
регенерировать	0.5	24	72	35	0
регистрировать	9.4	96	83	509	2
регистрироваться	4.4	81	87	318	0
